0.99985373,0.99484986,0.9909691,1,0.9999975,0
0.9996537,0.98898566,0.99443156,1,0.9997985,0
0.9999995,0.99995255,0.99999964,0.9999987,0.99983907,0
0.9999826,0.99995387,0.9994,0.99999976,0.9989452,0
0.98288983,0.8701253,0.9971841,0.99999833,0.78659403,0
0.99955803,0.98959166,0.99921954,0.99999344,0.45954895,0
0.99939096,0.06007373,0.99958295,1,0.93324614,0
0.72522956,0.7233741,0.9967321,1,0.68246895,0
0.8937927,0.63846403,0.9879532,0.9999999,0.94067293,0
0.99999774,0.9997117,1,1,0.9999814,0
0.9998348,0.9997323,1,1,0.9865317,0
0.9980558,0.9999335,1,1,0.982462,0
0.99998593,0.9998148,1,1,0.9816436,0
0.99999654,0.9990043,1,1,0.8850316,0
0.9999435,0.99999034,1,1,0.9998325,0
0.9996006,0.9999541,1,0.9999999,0.91269785,0
0.99996364,0.9999862,1,1,0.9235352,0
0.99999666,0.99922395,1,1,0.9927234,0
0.9977507,0.99999976,0.9999808,1,0.9971943,0
0.99999475,0.9999999,0.99999917,1,0.9998104,0
0.9999933,1,0.99999976,1,0.9979961,0
0.9999341,0.999997,0.9999883,1,0.99993074,0
0.99999917,0.9999999,0.9999995,1,0.99994767,0
1,0.9999988,0.99987686,0.99999523,0.99995303,0
0.9999999,0.91939956,0.9999013,0.99999964,0.999498,0
1,0.9999924,0.99990594,1,0.9998858,0
0.9999988,0.97567457,0.99981374,1,0.92108494,0
1,0.9999546,0.9998319,1,0.96129775,0
0.99999964,0.9896172,0.9997631,1,0.05204357,0
1,0.99998915,0.99374986,1,0.99996376,0
0.99999976,0.9999999,0.998041,1,0.99999833,0
1,0.99999857,0.9999771,1,0.9902417,0
1,0.99999833,0.9995665,1,0.9994273,0
0.9999999,0.9999949,0.9999968,1,0.99586236,0
0.99996924,1,0.99996305,0.9999999,0.99835026,0
0.9987979,0.9999994,0.9996383,0.9998393,0.774355,0
0.99976844,0.99981934,0.999998,0.9999993,0.9623675,0
0.999094,0.9999982,0.99988544,0.99999833,0.7790052,0
0.99998546,0.9999963,0.99999845,0.9999999,0.94139403,0
0.9953359,0.9992812,0.9999901,0.99999917,0.9987093,0
0.999946,0.9998129,0.99999475,1,0.9122677,0
1,0.9999999,0.99997854,0.99999976,0.99991274,0
0.99988055,0.999977,0.99999833,0.99999845,0.9645247,0
0.998276,0.9439943,0.9419502,1,0.99998355,0
0.91047543,0.60952,0.79829496,0.99999106,0.9999013,0
0.7395928,0.17310531,0.53865516,0.9999999,0.99997926,0
0.9984269,0.45160127,0.56247026,0.9999993,0.9995091,0
0.99999976,0.99998844,0.9999957,0.99996424,0.9999994,0
1,0.9999968,0.9999937,0.9999956,0.9937896,0
0.99999976,0.99998224,0.99922454,0.9999982,0.999022,0
0.9999999,0.9999764,0.9999435,0.99998844,0.9999988,0
1,0.99999964,0.9999107,1,0.9999578,0
0.9999989,0.9999951,0.99997544,0.99999964,0.9995541,0
0.99999976,0.99997115,0.99998903,0.9999442,0.99995685,0
1,0.99953747,0.99999857,1,0.9999846,0
0.9999999,0.9976998,0.99999774,1,0.99996996,0
1,0.9984193,0.99998903,1,0.9973683,0
0.99999964,0.99591416,0.99999535,0.9999999,0.98606086,0
0.9999999,0.9957807,0.9999989,0.9999969,0.9997973,0
0.9999987,0.9971233,0.999982,1,0.8675209,0
0.9999944,0.99992204,0.9998828,1,0.76654774,0
0.99999917,0.99999917,0.9964294,1,0.99999976,0
0.99999976,0.9996958,0.9999907,1,0.9998566,0
0.9999999,0.99999225,0.9999994,1,0.65242565,0
0.9999969,0.99997294,0.9999931,0.9999999,0.83745706,0
0.99999976,0.998904,0.99999905,0.9999827,0.8320451,0
0.99999726,0.99998903,0.9999993,1,0.9999007,0
0.99999774,0.99959713,0.9999999,0.9999993,0.99845326,0
0.9999999,0.99998987,1,1,0.99991775,0
0.99999976,0.99985373,0.99999964,1,0.27703413,0
0.9999999,0.9999615,0.99999857,1,0.9999567,0
0.99999976,0.9999826,0.9999943,1,0.9845259,0
0.99999976,0.99999964,0.99584997,0.99999964,0.99999964,0
0.9999982,0.9999293,0.9999769,1,0.9993728,0
0.9999943,0.98631763,0.9999943,1,0.99571997,0
0.99999774,0.9995777,0.9999976,1,0.9999248,0
1,0.9999988,0.9999883,1,0.9998903,0
1,0.9999982,0.9999889,0.9999999,0.9918733,0
1,1,0.9999814,1,0.9991623,0
1,0.9999995,0.9998604,1,0.99974054,0
1,0.9999995,0.9999918,0.99999976,0.9999989,0
1,0.99999976,0.9999713,0.9999999,0.99676764,0
1,0.9999999,0.99963224,1,0.9999099,0
0.9999993,0.9999999,0.9941187,1,0.99977547,0
1,0.9999938,0.99996436,0.9999999,0.79873294,0
0.99724954,0.9999869,0.99992037,1,0.9998902,0
0.9999751,0.99999964,0.9978671,1,0.7453281,0
0.9998292,0.99999106,0.75257915,1,0.4909813,0
0.9958066,0.99969053,0.9990339,1,0.9999926,0
0.999102,0.9999962,0.90702754,1,0.6690267,0
0.9999685,0.9995016,0.6357947,1,0.9882302,0
0.9999994,0.9999939,0.99770516,0.9999993,0.9999993,0
0.9999777,0.9999833,0.99997866,1,0.9972209,0
0.9999908,0.99990463,0.99999917,0.99999964,0.9949976,0
0.9999999,0.9999964,0.9999995,1,0.9999856,0
0.99999964,0.9999896,0.99999917,0.999995,0.8726567,0
0.99999917,0.9999813,0.999998,1,0.9977787,0
0.9999932,0.9999882,0.9999949,0.99999964,0.99986064,0
1,0.9999968,0.9994392,1,0.9621552,0
1,0.99999726,0.99995804,1,0.9947069,0
0.9999999,0.99964607,0.99845624,0.9999999,0.9997147,0
0.9999999,0.9999548,0.99999905,0.9999987,0.9973705,0
0.9992968,0.99999976,0.9996697,1,0.9883385,0
0.9999999,0.99996924,0.9999057,1,0.99968207,0
1,0.99999607,0.99914277,0.99999976,0.8425365,0
1,0.9999976,0.9998037,1,0.94855815,0
1,0.99998915,0.99999535,0.99999964,0.9998987,0
1,0.999998,0.99994695,0.9999919,0.99351317,0
0.9999993,0.9999877,0.9984151,0.9999999,0.99829024,0
0.9999976,0.99997425,0.99913955,0.99999917,0.99996185,0
0.9999993,0.9999956,0.74568576,0.9999995,0.29187933,0
0.99999154,0.99999297,0.99991393,1,0.9999901,0
0.9999547,0.9999975,0.9571728,1,0.9942688,0
0.9999858,0.99937856,0.8283169,0.9999999,0.9913111,0
0.99999976,0.9995041,0.29412797,1,0.9962153,0
0.9999944,0.9999106,0.95213753,1,0.48809588,0
0.99998486,0.99863535,0.7236661,0.99999976,0.90661925,0
0.9999467,0.9995229,0.99616855,1,0.9886242,0
0.9999653,0.99999094,0.7588608,1,0.5126661,0
0.9998561,0.9999784,0.99996364,0.9999999,0.99995255,0
0.9999788,0.9998517,0.78946084,0.9999999,0.99987686,0
0.9967415,0.9999913,0.99447674,0.99999976,0.99996054,0
0.9999914,0.9999988,0.952491,1,0.9998357,0
0.9999093,0.9990845,0.9781942,1,0.99916744,0
0.9998896,0.9999944,0.96357274,1,0.99991167,0
0.9999862,0.9999987,0.9986985,0.9999999,0.99981624,0
0.9999963,0.99991596,0.98375344,1,0.9999441,0
0.99999964,0.9999976,0.9978999,0.9999999,0.999589,0
0.9999882,0.9999324,0.9999505,1,0.99999654,0
0.9999987,0.99999833,0.99673355,1,0.99945754,0
0.9999999,0.99999225,0.9971704,1,0.99999654,0
0.9999994,0.99999774,0.99843484,1,0.999853,0
0.9999999,0.9999969,0.9996563,1,0.9997991,0
0.9999989,0.9999933,0.9994723,1,0.9874356,0
0.9999957,0.9999963,0.99997807,1,0.99969065,0
0.9999918,0.9999963,0.99996006,1,0.99999714,0
0.9999995,0.9999944,0.99995196,1,0.9999279,0
0.99999106,0.99999774,0.9996007,0.9999994,0.9998498,0
0.9999659,0.9999994,0.9999659,1,0.9999913,0
0.9982659,0.9999012,0.9998957,1,0.029599877,0
0.99999416,0.99999964,0.99986064,1,0.99999905,0
0.9999906,0.9999956,0.9999751,1,0.97813374,0
0.9999993,0.99813795,0.99997723,0.9999999,0.9988354,0
0.99999046,0.9991615,0.9999875,1,0.9999536,0
0.9999801,0.9999975,0.99984014,1,0.9998796,0
0.99999905,0.9851002,0.99989355,1,0.98184824,0
0.99999833,0.9980787,0.9997323,1,0.996384,0
0.9999876,0.9959431,0.9999645,0.99999964,0.99879164,0
0.99997866,0.99914324,0.99717915,0.99999285,0.9548402,0
0.99948955,0.9999927,0.99941456,0.99999964,0.20309971,0
0.9999826,0.9709282,0.99992764,1,0.9989668,0
0.99959797,0.99991953,0.99969864,0.99999976,0.9709897,0
0.9999964,0.99939513,0.99992526,1,0.9997638,0
0.9999882,0.9948508,0.9990044,0.99999976,0.99999976,0
0.9999982,0.9907629,0.9992163,1,0.9999198,0
0.9999356,0.999705,0.99381435,0.9999995,0.99999905,0
0.999928,0.99980193,0.9951149,0.9999987,0.99997354,0
0.9999919,0.94416887,0.9983183,0.99999976,0.99992895,0
0.99995935,0.9999089,0.99547356,1,0.9999958,0
0.9999999,0.99999976,0.9999573,0.99999976,0.9999995,0
0.9999974,0.999962,0.99965703,0.9999919,0.97799665,0
0.9999621,0.99998724,0.99890137,0.99999714,0.9507512,0
0.9999354,0.99999475,0.99695086,0.9999993,0.996874,0
0.99996316,0.99999046,0.99954766,0.99999964,0.99996436,0
0.999992,0.99998057,0.9995708,0.9999914,0.12657875,0
0.99999654,0.9998497,0.9997851,0.9999999,0.76935667,0
0.9999913,0.9999795,0.9998945,0.9999999,0.9999994,0
0.9999944,0.9999939,0.9998915,0.99999964,0.9550214,0
0.99997437,0.9999963,0.99990237,1,0.8361294,0
0.9999881,0.99879754,0.99997485,0.9999999,0.97374105,0
0.99999976,0.99999964,0.9999862,0.99999976,0.99999917,0
0.9999907,0.99971205,0.9995084,0.9999802,0.98281306,0
0.99999094,0.99997926,0.9999951,0.99999845,0.9999635,0
0.99999416,0.9999578,0.9992859,0.9999778,0.9988752,0
0.9999033,0.999995,0.9999764,0.9999999,0.99998415,0
0.9999939,0.9994954,0.9999918,0.9999995,0.9996704,0
0.9999871,0.9988167,0.9999802,0.99999905,0.9946253,0
0.9999918,0.9999914,0.9999995,1,0.9999987,0
0.99982184,0.9999738,0.9999895,0.9999988,0.99999535,0
0.9999795,0.9805062,0.9999808,0.9999999,0.9999993,0
0.9999875,0.9999993,0.9998827,0.9999999,0.9999963,0
0.9999969,0.9999987,0.998058,1,0.9794214,0
0.99996626,0.99993515,0.94783974,0.9999989,0.9999969,0
0.9999863,0.9999982,0.99633235,1,0.9999994,0
0.99998915,0.99999976,0.99755585,1,0.9999999,0
0.99980825,0.9999951,0.9955787,0.9999999,0.9999087,0
0.99999297,0.9999962,0.98301667,1,0.9999083,0
0.99998236,0.99997246,0.9928745,1,0.99873465,0
0.9998877,0.9995553,0.9866274,1,0.99998975,0
0.99940693,0.9999206,0.9683564,0.9999995,0.9993986,0
0.9999696,0.99980146,0.99904555,0.999997,0.9999993,0
0.9999999,0.99999845,0.99999845,1,0.99786514,0
0.9999995,0.9999999,0.99999094,1,0.9999989,0
0.99993026,0.9999875,0.99112296,1,0.9999975,0
0.99999964,0.99999857,0.9999989,1,0.9999999,0
0.99999166,0.99999917,1,1,0.9999951,0
0.99999523,0.9999987,0.99999917,0.9999999,0.9999937,0
0.99999976,0.9999757,0.99999774,1,0.99998105,0
0.99999976,0.9999975,0.99999785,0.99999976,0.99998105,0
0.99999666,0.99999213,0.9999895,1,0.99999857,0
0.99999344,0.9977639,0.99980587,0.9999895,0.99997246,0
0.9999553,0.9999511,0.9997819,0.9999964,0.9999987,0
0.99983406,0.9985683,0.9995276,0.9999994,0.97961444,0
0.99999964,0.99999475,0.9999808,1,0.99999404,0
0.9999987,0.9999423,0.9998385,0.9999999,0.99718285,0
0.9999858,0.99994314,0.99995947,0.9999995,0.9999988,0
0.99999666,0.9997955,0.994729,1,0.9996824,0
0.9999993,0.99830854,0.9988059,0.9999999,0.9999969,0
0.9999999,0.99991107,1,1,0.9999609,0
1,0.9998952,1,1,0.99999225,0
1,0.99998796,1,1,0.99088204,0
1,0.9999875,1,1,0.9999715,0
1,0.9999989,1,1,0.99972326,0
1,0.99999833,0.9999999,1,0.99973196,0
0.99999285,0.99999917,0.99996984,1,0.9998841,0
0.99999964,0.99999976,1,1,0.99984074,0
0.9999989,0.9999999,0.9999999,1,0.9999925,0
0.9999815,1,0.9999995,0.99999976,0.99990475,0
