0.9999999,0.9999999,1,1,1,1,1,1,1,1,0
0.99928755,0.9988311,0.99978334,0.9999846,0.99999726,0.99999785,0.9999403,0.9999989,0.99999905,0.99999654,0
0.999977,1,1,1,1,1,1,1,1,1,0
0.9999262,0.9999989,0.99999964,0.9999993,1,1,1,1,1,1,0
0.9471655,0.862645,0.9927817,0.99647933,0.99962854,0.979083,0.997195,0.999311,0.99998677,0.9999958,0
0.96445626,0.6105303,0.50812024,0.3893974,0.91724366,0.260432,0.010556554,0.09146604,0.21957268,0.50282073,0
0.9987293,0.99783474,0.9979431,0.9962747,0.9999919,0.9979721,0.9976037,0.99977535,0.9999211,0.9999738,0
0.81622213,0.37540865,0.71601707,0.59593964,0.9979656,0.31935504,0.27425274,0.37495717,0.9739032,0.99149674,0
0.9321991,0.7848844,0.9958086,0.9884194,0.99972016,0.98443073,0.9945585,0.9998504,0.9998641,0.99986684,0
0.99993,0.99978834,0.99999714,0.99997425,0.9999999,0.99999905,0.9999981,1,0.9999999,0.99999976,0
0.9996965,0.99993694,0.99999225,0.99999785,1,0.99999857,0.9999993,1,1,1,0
0.9987651,0.9998479,0.99999785,0.9999969,1,0.99999976,0.99999964,1,1,1,0
0.9905866,0.97596335,0.9999385,0.9943539,0.9999999,0.99987674,0.9999752,0.9999994,0.9999963,0.9999988,0
0.99994624,0.9999049,0.9999995,0.9999999,1,0.9999999,0.9999994,1,1,1,0
0.99683017,0.9974969,0.9999989,0.9997323,0.9999999,0.99999857,0.99999833,1,0.9999994,0.99999976,0
0.9992436,0.99931514,0.999998,0.9999752,1,0.99999976,0.9999995,1,1,1,0
0.9975158,0.9983889,0.9999771,0.9975442,0.9999999,0.9999958,0.9999938,0.9999999,0.9999989,0.9999999,0
0.9979243,0.99798596,0.99956197,0.99563205,0.99999654,0.9999198,0.99988127,0.9999963,0.9999901,0.99999905,0
0.9988218,0.99992216,0.9999945,0.9999801,0.9999999,0.99996805,0.9999156,0.9999999,0.9999999,1,0
0.9951432,0.9998098,0.99997294,0.9999815,1,0.99998844,0.9999702,0.9999999,1,1,0
0.9998648,0.9999888,0.9999988,0.99999607,1,1,0.99999964,1,1,1,0
0.9986002,0.9996915,0.99997795,0.99994576,0.99999976,0.99996924,0.9999685,0.9999999,0.99999976,1,0
0.99999285,1,1,1,1,1,1,1,1,1,0
0.99999356,0.9999999,1,1,1,1,1,1,1,1,0
0.20641442,0.1116088,0.3753634,0.12620474,0.7216432,0.026695661,0.017543418,0.241334,0.25417778,0.16320533,0
0.9998883,0.99998116,0.99999917,0.9999951,1,0.99999976,0.9999994,1,1,1,0
0.9935794,0.9913707,0.9998709,0.99980813,0.999982,0.99862576,0.99970067,0.99997485,0.9999858,0.99999464,0
0.22296143,0.23428644,0.08135715,0.033519953,0.54028004,0.001036377,0.002774123,0.001027217,0.041660532,0.048116677,0
0.9999442,0.9999949,0.9999999,1,1,1,1,1,1,1,0
0.9999757,0.9999995,1,1,1,1,1,1,1,1,0
0.99999833,0.99999833,0.9999999,0.9999999,1,1,1,1,1,1,0
0.9999975,0.9999994,1,1,1,1,1,1,1,1,0
0.9999893,0.9999999,1,1,1,1,1,1,1,1,0
0.9995567,0.9987851,0.99997556,0.99997425,0.9999995,0.99999964,0.99998605,1,0.99999964,0.9999999,0
0.9998615,0.9995401,0.99993634,0.99994755,0.9999956,0.9999968,0.9999449,0.99999976,0.9999989,0.99999976,0
0.98298407,0.9857189,0.9963314,0.9937663,0.9999105,0.99919516,0.9859043,0.99993575,0.9998381,0.9998313,0
0.99320686,0.99490696,0.9974788,0.9984843,0.9999678,0.9999391,0.99934393,0.9999944,0.9999789,0.9999969,0
0.99995315,0.9998264,0.9999819,0.9999685,0.9999999,0.9999999,0.9999943,1,1,1,0
0.9925834,0.98538357,0.9979942,0.98667437,0.9999845,0.9997936,0.9989906,0.9999856,0.9999752,0.9999932,0
0.9981036,0.922399,0.9995395,0.99571925,0.9999596,0.9994703,0.9976109,0.99998593,0.9999883,0.9999887,0
0.9996362,0.99884605,0.9995858,0.9999372,0.9999956,0.9999974,0.99989617,0.99999964,0.99999833,0.99999964,0
0.99999666,0.9999993,1,1,1,1,1,1,1,1,0
0.99935144,0.9994061,0.9998211,0.9997706,0.9999988,0.9999865,0.9999769,0.99999976,0.99999833,0.9999987,0
0.9999995,1,1,1,1,1,1,1,1,1,0
0.99933785,0.99992573,0.9998634,0.99980277,0.9999927,0.9999989,0.9999809,0.9999989,0.9999913,0.99950635,0
0.9512712,0.9839664,0.9977071,0.99485695,0.99978393,0.9993488,0.99897254,0.99985087,0.9999827,0.9999387,0
