0.99484986,0
0.98898566,0
0.99995255,0
0.99995387,0
0.8701253,0
0.98959166,0
0.06007373,0
0.7233741,0
0.63846403,0
0.9997117,0
0.9997323,0
0.9999335,0
0.9998148,0
0.9990043,0
0.99999034,0
0.9999541,0
0.9999862,0
0.99922395,0
0.99999976,0
0.9999999,0
1,0
0.999997,0
0.9999999,0
0.9999988,0
0.91939956,0
0.9999924,0
0.97567457,0
0.9999546,0
0.9896172,0
0.99998915,0
0.9999999,0
0.99999857,0
0.99999833,0
0.9999949,0
1,0
0.9999994,0
0.99981934,0
0.9999982,0
0.9999963,0
0.9992812,0
0.9998129,0
0.9999999,0
0.999977,0
0.9439943,0
0.60952,0
0.17310531,0
0.45160127,0
0.99998844,0
0.9999968,0
0.99998224,0
0.9999764,0
0.99999964,0
0.9999951,0
0.99997115,0
0.99953747,0
0.9976998,0
0.9984193,0
0.99591416,0
0.9957807,0
0.9971233,0
0.99992204,0
0.99999917,0
0.9996958,0
0.99999225,0
0.99997294,0
0.998904,0
0.99998903,0
0.99959713,0
0.99998987,0
0.99985373,0
0.9999615,0
0.9999826,0
0.99999964,0
0.9999293,0
0.98631763,0
0.9995777,0
0.9999988,0
0.9999982,0
1,0
0.9999995,0
0.9999995,0
0.99999976,0
0.9999999,0
0.9999999,0
0.9999938,0
0.9999869,0
0.99999964,0
0.99999106,0
0.99969053,0
0.9999962,0
0.9995016,0
0.9999939,0
0.9999833,0
0.99990463,0
0.9999964,0
0.9999896,0
0.9999813,0
0.9999882,0
0.9999968,0
0.99999726,0
0.99964607,0
0.9999548,0
0.99999976,0
0.99996924,0
0.99999607,0
0.9999976,0
0.99998915,0
0.999998,0
0.9999877,0
0.99997425,0
0.9999956,0
0.99999297,0
0.9999975,0
0.99937856,0
0.9995041,0
0.9999106,0
0.99863535,0
0.9995229,0
0.99999094,0
0.9999784,0
0.9998517,0
0.9999913,0
0.9999988,0
0.9990845,0
0.9999944,0
0.9999987,0
0.99991596,0
0.9999976,0
0.9999324,0
0.99999833,0
0.99999225,0
0.99999774,0
0.9999969,0
0.9999933,0
0.9999963,0
0.9999963,0
0.9999944,0
0.99999774,0
0.9999994,0
0.9999012,0
0.99999964,0
0.9999956,0
0.99813795,0
0.9991615,0
0.9999927,0
0.99999976,0
0.99999964,0
0.9999993,0
0.99999845,0
0.9999999,0
0.99999475,0
0.99999917,0
0.99997914,0
0.99997187,0
0.9998864,0
0.9999925,0
0.99997973,0
0.9999969,0
0.99994814,0
0.9999666,0
0.99994946,0
0.99710256,0
0.99577326,0
0.9998989,0
0.998809,0
0.99984336,0
0.9994306,0
0.9991241,0
0.99516183,0
0.9999386,0
0.9998766,0
0.9924446,0
0.9986173,0
0.9885318,0
0.9999864,0
0.99998856,0
0.9999212,0
0.9999552,0
0.99652416,0
0.9996433,0
0.99993193,0
0.99998915,0
0.9999335,0
0.99983704,0
0.99969554,0
0.99999523,0
0.9997008,0
0.9999982,0
0.9999943,0
0.9999491,0
0.99999607,0
0.99991095,0
0.99978656,0
0.9999962,0
0.9998436,0
0.9999993,0
0.9999999,0
0.99999976,0
0.99999785,0
0.9999968,0
0.99999976,0
0.99998164,0
0.9999987,0
0.99999213,0
0.9819956,0
0.99717414,0
0.9563229,0
0.6287776,0
0.97868776,0
0.9901924,0
0.9896535,0
0.29580772,0
0.996912,0
0.9873633,0
0.9998233,0
0.98544323,0
0.98180133,0
0.6632664,0
0.9994629,0
0.99997747,0
0.999959,0
0.99448484,0
0.99648094,0
0.9999852,0
0.99999106,0
0.99998224,0
0.9999033,0
0.9898162,0
0.99968636,0
0.9999999,0
0.99999845,0
0.9999826,0
0.99999785,0
0.99907035,0
0.9999964,0
0.9807436,0
0.99888664,0
0.99999845,0
0.9999956,0
0.99991965,0
0.99480575,0
0.99945813,0
0.964098,0
0.947891,0
0.99997044,0
0.97633547,0
0.9998708,0
0.99926215,0
0.99643695,0
0.86857474,0
0.9998536,0
0.999982,0
0.99997234,0
0.9999988,0
0.9999895,0
0.99998546,0
0.9999883,0
0.9980324,0
0.9999988,0
0.9999981,0
0.9994653,0
0.9999993,0
0.99999857,0
0.99992025,0
0.9998264,0
0.999759,0
0.9978969,0
0.99914944,0
0.9999571,0
0.8634151,0
0.99836797,0
0.9999701,0
0.9999399,0
0.9950617,0
0.9989153,0
0.9997987,0
0.9999976,0
0.99603856,0
0.99965215,0
0.9999968,0
0.99995804,0
0.9999844,0
0.99994314,0
0.99992454,0
0.9999993,0
0.9999989,0
0.99999976,0
0.9999938,0
0.9987632,0
0.99994385,0
0.9999136,0
0.99998665,0
0.99999714,0
0.9994061,0
0.9999467,0
0.9999336,0
0.9999454,0
0.99982303,0
0.99918634,0
0.9676963,0
0.7737685,0
0.95879775,0
0.9999052,0
0.99027085,0
0.99948174,0
0.9884694,0
0.98673964,0
0.99963796,0
0.98380554,0
0.9991003,0
0.99061114,0
0.44173843,0
0.9994868,0
0.9998534,0
0.99999595,0
0.99514574,0
0.9989122,0
0.9951519,0
0.82103485,0
0.99929893,0
0.99996185,0
0.9997813,0
0.9692592,0
0.99998844,0
0.9791342,0
0.9820825,0
0.9999198,0
0.9983987,0
0.9999783,0
0.99642676,0
0.93925387,0
0.9937536,0
0.942768,0
0.99561054,0
0.9954035,0
0.998722,0
0.9998417,0
0.9999875,0
0.997626,0
0.9997305,0
0.9999112,0
0.9999838,0
0.99976104,0
0.9999187,0
0.9999635,0
0.97192895,0
0.9999758,0
0.99998474,0
0.9996964,0
0.9995215,0
0.9997056,0
0.9959288,0
0.9998474,0
0.9996954,0
0.9964562,0
0.9999436,0
0.99985063,0
0.99931896,0
0.9993567,0
0.9999523,0
0.99999547,0
0.9987124,0
0.99999833,0
0.99939215,0
0.99996483,0
0.9935654,0
0.9980513,0
0.99994624,0
0.99979836,0
0.00805283,0
