0.6459401000 ,0.7453319400 ,0.9532262000 ,0.0902556000 ,0.0155880510 ,0.0411473740 ,0.0382648500 ,0.0063556980 ,0.0853289100 ,0.0401172560 ,0.0336310750 ,0.4727527200 ,0.1114120000 ,0.0000000000 
0.9731970400 ,0.9998551600 ,0.9857344600 ,0.9999996400 ,0.9999990500 ,0.9999999000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,0.0000000000 
0.2713500300 ,0.9423715500 ,0.1705271300 ,0.0097628190 ,0.0019027830 ,0.0090397250 ,0.0027336910 ,0.0066537140 ,0.0198976300 ,0.0037884310 ,0.0130448280 ,0.0557638700 ,0.0077137840 ,0.0000000000 
0.8593664000 ,0.5521416000 ,0.3350286200 ,0.9562181000 ,0.9945110000 ,0.9636758000 ,0.9974084500 ,0.9999809000 ,0.9998876000 ,0.9997940700 ,0.9999977400 ,0.9999693600 ,0.9994141000 ,0.0000000000 
0.0896833240 ,0.9617863000 ,0.0907298600 ,0.0028481060 ,0.0004750910 ,0.0002170420 ,0.0000990000 ,0.0000599000 ,0.0001240370 ,0.0002103980 ,0.0011556510 ,0.0003292840 ,0.0000754000 ,0.0000000000 
0.9982704000 ,0.9949970000 ,0.5449967400 ,0.9995808000 ,0.9998258000 ,0.9999851000 ,0.9999021000 ,0.9999944000 ,0.9999934400 ,0.9999959500 ,0.9999829500 ,0.9999995000 ,0.9999984500 ,0.0000000000 
0.9987891300 ,0.9999236000 ,0.9999839000 ,0.9999995000 ,0.9999999000 ,0.9999996400 ,1.0000000000 ,1.0000000000 ,0.9999997600 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,0.0000000000 
0.9998393000 ,0.9999504000 ,0.9999738000 ,0.9999994000 ,0.9999976000 ,0.9999999000 ,0.9999999000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,0.0000000000 
0.4350959400 ,0.9567302500 ,0.9462066000 ,0.9338941600 ,0.8840181000 ,0.9912734600 ,0.9828122000 ,0.9910930000 ,0.9860077500 ,0.9882410000 ,0.9887595000 ,0.9997681000 ,0.9986501300 ,0.0000000000 
0.0848000350 ,0.4954090400 ,0.0040946310 ,0.2077053600 ,0.4863369200 ,0.0356391150 ,0.0302449000 ,0.0359600750 ,0.0694310200 ,0.0912291560 ,0.3851095400 ,0.1515142000 ,0.0202203970 ,0.0000000000 
0.6646635500 ,0.6385662000 ,0.9987565000 ,0.9898028000 ,0.8557691000 ,0.9651756000 ,0.9789852000 ,0.9922948000 ,0.8166004000 ,0.9919352500 ,0.9971093500 ,0.9976871000 ,0.9896923000 ,0.0000000000 
0.9505794600 ,0.9909088000 ,0.9987489000 ,0.0442527500 ,0.0049725940 ,0.0223787700 ,0.0031115890 ,0.0231180940 ,0.0130889250 ,0.0159462760 ,0.0471483600 ,0.1326152000 ,0.0296465080 ,0.0000000000 
0.9929493700 ,0.9005683000 ,0.9839451000 ,0.0187848360 ,0.0106287230 ,0.0671971960 ,0.0273613070 ,0.0231668460 ,0.0127250010 ,0.0318678060 ,0.2993975300 ,0.6522841000 ,0.5982041400 ,0.0000000000 
0.9954654600 ,0.9985035700 ,0.9995326000 ,0.9663246000 ,0.9366995000 ,0.9908761000 ,0.9837373500 ,0.9978348600 ,0.9847018000 ,0.9958924000 ,0.9966469400 ,0.9996211500 ,0.9987029000 ,0.0000000000 
0.9954045000 ,0.9998479000 ,0.9991993300 ,0.8228850000 ,0.7959158000 ,0.9723371000 ,0.9906607000 ,0.9974209000 ,0.9985469000 ,0.9998222000 ,0.9991677000 ,0.9996750400 ,0.9983732700 ,0.0000000000 
0.8391365000 ,0.9890935400 ,0.9643913000 ,0.2027935400 ,0.0159101370 ,0.0337202250 ,0.0392685900 ,0.1178951040 ,0.0278130550 ,0.5280273000 ,0.0768558760 ,0.0225343260 ,0.0250674240 ,0.0000000000 
0.9993076300 ,0.9873568000 ,0.9994359600 ,0.3380565600 ,0.0096465810 ,0.0740798860 ,0.1369231200 ,0.0915936800 ,0.0225992000 ,0.0271356500 ,0.0642876600 ,0.0949552950 ,0.0262259240 ,0.0000000000 
0.9989553700 ,0.9999938000 ,0.9994308400 ,0.8970673000 ,0.7792426300 ,0.8263907400 ,0.9765380000 ,0.9893586600 ,0.9348048000 ,0.9978430000 ,0.9947983000 ,0.9987669000 ,0.9945881400 ,0.0000000000 
0.9010517600 ,0.9999540000 ,0.9753374500 ,0.9978918400 ,0.9913373000 ,0.9999515000 ,0.9997720000 ,0.9999147700 ,0.9952954600 ,0.9988395600 ,0.9998952000 ,0.9993380000 ,0.9999242000 ,0.0000000000 
0.9915479000 ,0.9955433000 ,0.9952441000 ,0.9275555000 ,0.8291039000 ,0.9717089500 ,0.9191518400 ,0.9957349000 ,0.9973663700 ,0.9979101000 ,0.9985137600 ,0.9988913000 ,0.9965000000 ,0.0000000000 
0.4004399800 ,0.1384176000 ,0.0015363510 ,0.1460701400 ,0.1329349700 ,0.0192470290 ,0.0191122140 ,0.0353579820 ,0.0367201500 ,0.0593132750 ,0.1367378200 ,0.0658314150 ,0.0084141470 ,0.0000000000 
0.8507768000 ,0.9994947000 ,0.1354632000 ,0.8056560000 ,0.2691954400 ,0.7116259300 ,0.6908886000 ,0.9422696000 ,0.6931410000 ,0.9858958000 ,0.9593590000 ,0.9038883400 ,0.8813841000 ,0.0000000000 
0.5092664400 ,0.8148001000 ,0.0363370800 ,0.0005736000 ,0.0000752000 ,0.0000349000 ,0.0000032100 ,0.0000607000 ,0.0000028300 ,0.0000235000 ,0.0002376620 ,0.0000030600 ,0.0000030900 ,0.0000000000 
0.9640155400 ,0.9999708000 ,0.8973951000 ,0.9473161700 ,0.4355973300 ,0.9538721400 ,0.9135198600 ,0.8129301000 ,0.9050695300 ,0.9677683000 ,0.9857867000 ,0.9992855000 ,0.9887146400 ,0.0000000000 
0.7968762000 ,0.9990114000 ,0.7976115000 ,0.0219644530 ,0.0010784290 ,0.0073140050 ,0.0041971270 ,0.0139167740 ,0.0021593330 ,0.0023793350 ,0.0204563740 ,0.0365124570 ,0.0056085150 ,0.0000000000 
0.1757779900 ,0.1484975700 ,0.1236321500 ,0.0823561900 ,0.0531859300 ,0.0703269000 ,0.1566338500 ,0.2072753500 ,0.1581415100 ,0.1440178900 ,0.2248655900 ,0.0358678300 ,0.0304921290 ,0.0000000000 
0.9970907000 ,0.9681019000 ,0.9998890000 ,0.9999896000 ,0.9999671000 ,0.9999988000 ,0.9999997600 ,1.0000000000 ,0.9999988000 ,0.9999996400 ,0.9999994000 ,0.9999997600 ,1.0000000000 ,0.0000000000 
0.4231184700 ,0.9987200500 ,0.2417101700 ,0.9017217000 ,0.1455595500 ,0.8833206000 ,0.9203787400 ,0.8947882000 ,0.2112194000 ,0.5939222000 ,0.2620986700 ,0.8727079000 ,0.9502030000 ,0.0000000000 
0.7954428000 ,0.9162606600 ,0.0491140700 ,0.6990013000 ,0.8250487000 ,0.9624671000 ,0.8291452000 ,0.9489329500 ,0.8785860500 ,0.9883784700 ,0.9921686000 ,0.9986413000 ,0.9945873000 ,0.0000000000 
0.8151300500 ,0.9995821000 ,0.4841798200 ,0.0143854660 ,0.0236766360 ,0.0138064730 ,0.0053390330 ,0.0067289530 ,0.0130424530 ,0.1579271600 ,0.0973382200 ,0.0270515460 ,0.0177483970 ,0.0000000000 
0.0877178760 ,0.9791767000 ,0.1315378700 ,0.0592382900 ,0.0019180500 ,0.0013652670 ,0.0010240760 ,0.0123270630 ,0.0005292040 ,0.0003011720 ,0.0240045770 ,0.0020430180 ,0.0008516540 ,0.0000000000 
0.9999933000 ,0.9999997600 ,0.9999931000 ,0.9999999000 ,0.9999999000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,1.0000000000 ,0.0000000000 
0.2855925300 ,0.2247817500 ,0.0051707910 ,0.8448152500 ,0.0870556300 ,0.1648378400 ,0.5270204500 ,0.9829266700 ,0.6045506600 ,0.9301184400 ,0.9977366000 ,0.9688521600 ,0.6488695000 ,0.0000000000 
0.9159162000 ,0.9994713700 ,0.9989319400 ,0.5146000000 ,0.5181883600 ,0.7204420600 ,0.7982986000 ,0.8338260000 ,0.2032860000 ,0.8842237600 ,0.6366374000 ,0.9768952000 ,0.8989411000 ,0.0000000000 
0.9955869000 ,0.9999765000 ,0.9996816000 ,0.9894104600 ,0.9101618000 ,0.9931671000 ,0.9976604000 ,0.9980249400 ,0.7552704000 ,0.9831607000 ,0.9988765000 ,0.9997416000 ,0.9994586000 ,0.0000000000 
0.7934701000 ,0.9084080500 ,0.7673390500 ,0.9999568500 ,0.9994666000 ,0.9999748500 ,0.9999857000 ,0.9999934400 ,0.9999405000 ,0.9999944000 ,0.9999954700 ,0.9999977400 ,0.9999971400 ,0.0000000000 
0.0830922350 ,0.0309214740 ,0.0041992060 ,0.0018001770 ,0.0003740240 ,0.0050388910 ,0.0003290120 ,0.0059373250 ,0.0018444920 ,0.0008343010 ,0.0907855260 ,0.0085595690 ,0.0012413370 ,0.0000000000 
0.4664983200 ,0.9998069400 ,0.9977600600 ,0.3177334400 ,0.3929613500 ,0.7819404000 ,0.6941765000 ,0.8822163000 ,0.5605467000 ,0.6099871000 ,0.9185322500 ,0.9919873500 ,0.9312631500 ,0.0000000000 
0.9347964500 ,0.9999853400 ,0.9967146000 ,0.9999844000 ,0.9997993000 ,0.9999912000 ,0.9999985700 ,0.9999984500 ,0.9999941600 ,0.9999995000 ,0.9999999000 ,1.0000000000 ,0.9999997600 ,0.0000000000 
0.9998483700 ,0.9793463000 ,0.9999887000 ,0.9966711400 ,0.9980584000 ,0.9982608000 ,0.9990424500 ,0.9998562300 ,0.9947623600 ,0.9998016000 ,0.9998742300 ,0.9999888000 ,0.9999537500 ,0.0000000000 
0.7235840000 ,0.9981768000 ,0.9868346000 ,0.0567883550 ,0.0444881700 ,0.1437751200 ,0.0652395560 ,0.0232131780 ,0.3043596400 ,0.8119482000 ,0.2413385700 ,0.4205480000 ,0.3614906700 ,0.0000000000 
0.8117940400 ,0.9676464000 ,0.9854020000 ,0.2167212000 ,0.2248702200 ,0.4111144200 ,0.4079349000 ,0.5810876500 ,0.5918990400 ,0.9774291500 ,0.8480856000 ,0.9698977000 ,0.9228483000 ,0.0000000000 
0.9998807000 ,0.9994562000 ,0.9999946400 ,0.9999897500 ,0.9998482500 ,0.9999980000 ,0.9999984500 ,0.9999984500 ,0.9999971400 ,0.9999978500 ,0.9999997600 ,0.9999996400 ,0.9999982000 ,0.0000000000 
0.9528338300 ,0.9942552400 ,0.9065864000 ,0.1041474600 ,0.0074714200 ,0.0461223900 ,0.1774974900 ,0.0646888900 ,0.0315394250 ,0.1296216000 ,0.0914252250 ,0.3303527800 ,0.1176225100 ,0.0000000000 
0.9723932000 ,0.9962534000 ,0.9988467700 ,0.9999984500 ,0.9999392000 ,0.9999995000 ,0.9999995000 ,0.9999995000 ,0.9999993000 ,0.9999999000 ,1.0000000000 ,0.9999999000 ,0.9999999000 ,0.0000000000 
