0.0902556,0.015588051,0.041147374,0.03826485,0.006355698,0.08532891,0.040117256,0.033631075,0.47275272,0.111412,0
0.99999964,0.99999905,0.9999999,1,1,1,1,1,1,1,0
0.009762819,0.001902783,0.009039725,0.002733691,0.006653714,0.01989763,0.003788431,0.013044828,0.05576387,0.007713784,0
0.9562181,0.994511,0.9636758,0.99740845,0.9999809,0.9998876,0.99979407,0.99999774,0.99996936,0.9994141,0
0.002848106,0.000475091,0.000217042,0.000099,0.0000599,0.000124037,0.000210398,0.001155651,0.000329284,0.0000754,0
0.9995808,0.9998258,0.9999851,0.9999021,0.9999944,0.99999344,0.99999595,0.99998295,0.9999995,0.99999845,0
0.9999995,0.9999999,0.99999964,1,1,0.99999976,1,1,1,1,0
0.9999994,0.9999976,0.9999999,0.9999999,1,1,1,1,1,1,0
0.93389416,0.8840181,0.99127346,0.9828122,0.991093,0.98600775,0.988241,0.9887595,0.9997681,0.99865013,0
0.20770536,0.48633692,0.035639115,0.0302449,0.035960075,0.06943102,0.091229156,0.38510954,0.1515142,0.020220397,0
0.9898028,0.8557691,0.9651756,0.9789852,0.9922948,0.8166004,0.99193525,0.99710935,0.9976871,0.9896923,0
0.04425275,0.004972594,0.02237877,0.003111589,0.023118094,0.013088925,0.015946276,0.04714836,0.1326152,0.029646508,0
0.018784836,0.010628723,0.067197196,0.027361307,0.023166846,0.012725001,0.031867806,0.29939753,0.6522841,0.59820414,0
0.9663246,0.9366995,0.9908761,0.98373735,0.99783486,0.9847018,0.9958924,0.99664694,0.99962115,0.9987029,0
0.822885,0.7959158,0.9723371,0.9906607,0.9974209,0.9985469,0.9998222,0.9991677,0.99967504,0.99837327,0
0.20279354,0.015910137,0.033720225,0.03926859,0.117895104,0.027813055,0.5280273,0.076855876,0.022534326,0.025067424,0
0.33805656,0.009646581,0.074079886,0.13692312,0.09159368,0.0225992,0.02713565,0.06428766,0.094955295,0.026225924,0
0.8970673,0.77924263,0.82639074,0.976538,0.98935866,0.9348048,0.997843,0.9947983,0.9987669,0.99458814,0
0.99789184,0.9913373,0.9999515,0.999772,0.99991477,0.99529546,0.99883956,0.9998952,0.999338,0.9999242,0
0.9275555,0.8291039,0.97170895,0.91915184,0.9957349,0.99736637,0.9979101,0.99851376,0.9988913,0.9965,0
0.14607014,0.13293497,0.019247029,0.019112214,0.035357982,0.03672015,0.059313275,0.13673782,0.065831415,0.008414147,0
0.805656,0.26919544,0.71162593,0.6908886,0.9422696,0.693141,0.9858958,0.959359,0.90388834,0.8813841,0
0.0005736,0.0000752,0.0000349,0.00000321,0.0000607,0.00000283,0.0000235,0.000237662,0.00000306,0.00000309,0
0.94731617,0.43559733,0.95387214,0.91351986,0.8129301,0.90506953,0.9677683,0.9857867,0.9992855,0.98871464,0
0.021964453,0.001078429,0.007314005,0.004197127,0.013916774,0.002159333,0.002379335,0.020456374,0.036512457,0.005608515,0
0.08235619,0.05318593,0.0703269,0.15663385,0.20727535,0.15814151,0.14401789,0.22486559,0.03586783,0.030492129,0
0.9999896,0.9999671,0.9999988,0.99999976,1,0.9999988,0.99999964,0.9999994,0.99999976,1,0
0.9017217,0.14555955,0.8833206,0.92037874,0.8947882,0.2112194,0.5939222,0.26209867,0.8727079,0.950203,0
0.6990013,0.8250487,0.9624671,0.8291452,0.94893295,0.87858605,0.98837847,0.9921686,0.9986413,0.9945873,0
0.014385466,0.023676636,0.013806473,0.005339033,0.006728953,0.013042453,0.15792716,0.09733822,0.027051546,0.017748397,0
0.05923829,0.00191805,0.001365267,0.001024076,0.012327063,0.000529204,0.000301172,0.024004577,0.002043018,0.000851654,0
0.9999999,0.9999999,1,1,1,1,1,1,1,1,0
0.84481525,0.08705563,0.16483784,0.52702045,0.98292667,0.60455066,0.93011844,0.9977366,0.96885216,0.6488695,0
0.5146,0.51818836,0.72044206,0.7982986,0.833826,0.203286,0.88422376,0.6366374,0.9768952,0.8989411,0
0.98941046,0.9101618,0.9931671,0.9976604,0.99802494,0.7552704,0.9831607,0.9988765,0.9997416,0.9994586,0
0.99995685,0.9994666,0.99997485,0.9999857,0.99999344,0.9999405,0.9999944,0.99999547,0.99999774,0.99999714,0
0.001800177,0.000374024,0.005038891,0.000329012,0.005937325,0.001844492,0.000834301,0.090785526,0.008559569,0.001241337,0
0.31773344,0.39296135,0.7819404,0.6941765,0.8822163,0.5605467,0.6099871,0.91853225,0.99198735,0.93126315,0
0.9999844,0.9997993,0.9999912,0.99999857,0.99999845,0.99999416,0.9999995,0.9999999,1,0.99999976,0
0.99667114,0.9980584,0.9982608,0.99904245,0.99985623,0.99476236,0.9998016,0.99987423,0.9999888,0.99995375,0
0.056788355,0.04448817,0.14377512,0.065239556,0.023213178,0.30435964,0.8119482,0.24133857,0.420548,0.36149067,0
0.2167212,0.22487022,0.41111442,0.4079349,0.58108765,0.59189904,0.97742915,0.8480856,0.9698977,0.9228483,0
0.99998975,0.99984825,0.999998,0.99999845,0.99999845,0.99999714,0.99999785,0.99999976,0.99999964,0.9999982,0
0.10414746,0.00747142,0.04612239,0.17749749,0.06468889,0.031539425,0.1296216,0.091425225,0.33035278,0.11762251,0
0.99999845,0.9999392,0.9999995,0.9999995,0.9999995,0.9999993,0.9999999,1,0.9999999,0.9999999,0
0.97557163,0.86087954,0.9844544,0.9698519,0.9994504,0.9959268,0.99566406,0.99963284,0.9996916,0.9991124,0
0.99959856,0.977247,0.9993309,0.999421,0.9993544,0.99777395,0.99955136,0.9852389,0.96827066,0.99289685,0
