0.6459401,0.74533194,0.9532262,0
0.97319704,0.99985516,0.98573446,0
0.27135003,0.94237155,0.17052713,0
0.8593664,0.5521416,0.33502862,0
0.089683324,0.9617863,0.09072986,0
0.9982704,0.994997,0.54499674,0
0.99878913,0.9999236,0.9999839,0
0.9998393,0.9999504,0.9999738,0
0.43509594,0.95673025,0.9462066,0
0.084800035,0.49540904,0.004094631,0
0.66466355,0.6385662,0.9987565,0
0.95057946,0.9909088,0.9987489,0
0.99294937,0.9005683,0.9839451,0
0.99546546,0.99850357,0.9995326,0
0.9954045,0.9998479,0.99919933,0
0.8391365,0.98909354,0.9643913,0
0.99930763,0.9873568,0.99943596,0
0.99895537,0.9999938,0.99943084,0
0.90105176,0.999954,0.97533745,0
0.9915479,0.9955433,0.9952441,0
0.40043998,0.1384176,0.001536351,0
0.8507768,0.9994947,0.1354632,0
0.50926644,0.8148001,0.03633708,0
0.96401554,0.9999708,0.8973951,0
0.7968762,0.9990114,0.7976115,0
0.17577799,0.14849757,0.12363215,0
0.9970907,0.9681019,0.999889,0
0.42311847,0.99872005,0.24171017,0
0.7954428,0.91626066,0.04911407,0
0.81513005,0.9995821,0.48417982,0
0.087717876,0.9791767,0.13153787,0
0.9999933,0.99999976,0.9999931,0
0.28559253,0.22478175,0.005170791,0
0.9159162,0.99947137,0.99893194,0
0.9955869,0.9999765,0.9996816,0
0.7934701,0.90840805,0.76733905,0
0.083092235,0.030921474,0.004199206,0
0.46649832,0.99980694,0.99776006,0
0.93479645,0.99998534,0.9967146,0
0.99984837,0.9793463,0.9999887,0
0.723584,0.9981768,0.9868346,0
0.81179404,0.9676464,0.985402,0
0.9998807,0.9994562,0.99999464,0
0.95283383,0.99425524,0.9065864,0
0.9723932,0.9962534,0.99884677,0
0.9988417,0.9999846,0.99985945,0
0.5806856,0.4459738,0.8311505,0
0.65905493,0.9706679,0.47838837,0
0.86414623,0.9997862,0.9859013,0
0.38864222,0.15047646,0.01380029,0
0.9999901,0.99999666,0.9999999,0
0.5764317,0.14800681,0.002656723,0
0.4378625,0.21405435,0.3245937,0
0.43811405,0.85388446,0.06675713,0
0.41703302,0.9778972,0.38779667,0
0.98736155,0.99998987,0.99978226,0
0.34005263,0.9843162,0.96596843,0
0.71551394,0.93247175,0.038124394,0
0.9162399,0.99962807,0.9703781,0
0.9999964,0.99997437,0.99976915,0
0.941387,0.99987876,0.9998,0
0.3031558,0.546199,0.94791704,0
0.05515522,0.85676014,0.8139859,0
0.12507425,0.41443282,0.051386703,0
0.73041105,0.90370816,0.9557176,0
0.23643848,0.29458776,0.006384953,0
0.22860953,0.85713047,0.8479105,0
0.39150482,0.57756466,0.6809154,0
0.93920237,0.25331244,0.9970203,0
0.18716075,0.6794073,0.19131988,0
0.029070145,0.98353875,0.011973321,0
0.7697541,0.00075683,0.019597696,0
0.7155747,0.013897686,0.29354087,0
0.024014596,0.68530047,0.000545415,0
0.99498135,0.99888116,0.998596,0
0.29350397,0.9589224,0.93820024,0
0.037596006,0.5098713,0.8721371,0
0.68301356,0.9520026,0.077796526,0
0.106142685,0.44536403,0.07639924,0
0.42071173,0.46493638,0.106887564,0
0.38071045,0.020155685,0.015167068,0
0.7388324,0.9009754,0.1440787,0
0.7565098,0.5694272,0.01243958,0
0.63683015,0.96949726,0.6514347,0
0.79886395,0.18815449,0.916412,0
0.2821653,0.72949475,0.5780887,0
0.9395434,0.4227728,0.22161369,0
0.2388048,0.00485774,0.027483318,0
0.03068418,0.4500014,0.13686553,0
0.017253285,0.93128747,0.2577828,0
0.18736944,0.48548093,0.1879419,0
0.33530745,0.15005343,0.00576218,0
0.15709937,0.25966522,0.00722828,0
0.18621032,0.004766927,0.1830998,0
0.99787104,0.9969091,0.9987721,0
0.7656522,0.9861413,0.9845189,0
0.971714,0.96099585,0.85008854,0
0.9995198,0.9990602,0.99961877,0
0.12181426,0.21029085,0.9218604,0
0.74278945,0.9972306,0.9616082,0
0.9010223,0.9991591,0.99502987,0
0.92415696,0.8569201,0.9458956,0
0.815029,0.8776214,0.97900987,0
0.11857198,0.389033,0.007812174,0
0.9327245,0.9992016,0.9976145,0
0.9104493,0.5914845,0.85685474,0
0.49210253,0.7812139,0.9856053,0
0.97476315,0.88265514,0.98636496,0
0.12652698,0.7873976,0.88152134,0
0.9977986,0.99635506,0.99976736,0
0.64958215,0.9851208,0.99250925,0
0.9900343,0.99692947,0.99035794,0
0.77960724,0.9831517,0.9597482,0
0.5938569,0.93118906,0.99595815,0
0.9981893,0.8614833,0.9995216,0
0.99349326,0.9978801,0.9986386,0
0.43755323,0.598834,0.987827,0
0.9973097,0.9412563,0.99997246,0
0.54131037,0.99547005,0.43767768,0
0.3110942,0.83369964,0.52476996,0
0.9918544,0.9888455,0.9970487,0
0.76826113,0.006994797,0.8206337,0
0.4164391,0.98884994,0.98711944,0
0.91672224,0.9593291,0.9918041,0
0.17695378,0.13661815,0.7246958,0
0.985885,0.078827,0.36814877,0
0.8972371,0.99593264,0.9995766,0
0.35112265,0.80090016,0.82519644,0
0.6011266,0.9882781,0.99959975,0
0.9826968,0.995828,0.96507293,0
0.89156324,0.9874928,0.9484448,0
0.8589608,0.24968442,0.83611166,0
0.8662739,0.98318166,0.9983707,0
0.24925515,0.98997295,0.9380598,0
0.9959706,0.9642545,0.9998379,0
0.8398895,0.99560624,0.970294,0
0.53859305,0.83097476,0.8546488,0
0.87573767,0.9696904,0.99524456,0
0.37819368,0.36730835,0.9548579,0
0.88673264,0.36609405,0.73581,0
0.9830976,0.9364759,0.31334737,0
0.98495126,0.96926975,0.99925894,0
0.9976555,0.99993455,0.9999633,0
0.9923914,0.9735541,0.91455036,0
0.17501004,0.9831843,0.9934493,0
0.25836742,0.20052642,0.517846,0
0.11711641,0.027825959,0.95584136,0
0.7141271,0.88317573,0.99892586,0
0.21026976,0.97237486,0.006694214,0
0.88208246,0.9995598,0.9993375,0
0.929018,0.9718043,0.95218945,0
0.2799789,0.011729153,0.035442926,0
0.7468323,0.9790317,0.95199686,0
0.06354109,0.10650672,0.004761914,0
0.4630079,0.79264694,0.99959856,0
0.41569623,0.9504049,0.9982487,0
0.510962,0.9993179,0.99589324,0
0.116933644,0.32907775,0.9029539,0
0.61068827,0.99716765,0.9648703,0
0.024248604,0.051895026,0.003487366,0
0.39330372,0.10794436,0.79934365,0
0.839006,0.89921737,0.97606647,0
0.06892385,0.8480284,0.4285647,0
0.864825,0.044052314,0.9849996,0
0.3882044,0.98369366,0.9939903,0
0.9736622,0.99910754,0.9989103,0
0.19087711,0.036679357,0.99907136,0
0.6338974,0.9970379,0.6779374,0
0.9794978,0.99228024,0.99946195,0
0.9276955,0.9951747,0.99963975,0
0.99815613,0.9994286,0.9998073,0
0.9897244,0.9896047,0.99954,0
0.9696851,0.9284832,0.6702923,0
0.045552015,0.003186834,0.001161276,0
0.2665398,0.018293133,0.005551628,0
0.4044482,0.691968,0.83126205,0
0.9998387,0.97033226,0.9966197,0
0.9715067,0.9997247,0.99997985,0
0.5114855,0.9221763,0.013438397,0
0.73854506,0.99988604,0.98866963,0
0.8699165,0.9961494,0.9701376,0
0.8456138,0.9935959,0.98172635,0
0.99837744,0.9999578,0.9977859,0
0.96239185,0.9999974,0.99997365,0
